RAWNET,FSSLTDE2,FSGA,FSTANF,FSASSET,FSSSI,FSNONCIT,FSSTDDE2,SHELDED,REALPROP,TANF_IND,HWGT,RAWERND,WRK_POOR,FSERNDED,FSUNEARN,FSNETINC,TPOV,FSERNDE2,FSNELDER,CERTHHSZ,FSWAGES,FSTOTDED,FSTOTDE2,FSUSIZE,FSSLTDED,FSGRINC,FSDIS,FSEARN,LIQRESOR,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,50.0,0.0,0.0,925.2482546622226,21.0,1.0,21.0,0.0,0.0,13.0,0.0,0.0,1.0,105.0,205.0,105.0,1.0,50.0,105.0,0.0,105.0,0.0,0.0,0.0,1.0
898.0,55.0,0.0,0.0,0.0,0.0,0.0,189.0,55.0,0.0,0.0,824.88568631921,0.0,0.0,0.0,1087.0,898.0,79.0,0.0,0.0,3.0,0.0,189.0,189.0,3.0,55.0,1087.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,831.5592508181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,551.0,0.0,2.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351.0,37.0,0.0,0.0,0.0,0.0,0.0,171.0,38.0,0.0,0.0,773.1210273905427,131.0,1.0,130.0,0.0,353.0,47.0,167.0,0.0,3.0,654.0,301.0,301.0,3.0,37.0,654.0,0.0,654.0,0.0,0.0,0.0,1.0
657.0,0.0,0.0,0.0,0.0,455.0,0.0,134.0,0.0,0.0,0.0,894.1214460724514,0.0,0.0,0.0,791.0,657.0,72.0,0.0,0.0,2.0,0.0,134.0,134.0,2.0,0.0,791.0,1.0,0.0,0.0,0.0,0.0,1.0
747.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,723.2573173331243,221.0,1.0,222.0,0.0,749.0,67.0,222.0,0.0,4.0,1110.0,361.0,361.0,4.0,0.0,1110.0,0.0,1110.0,0.0,0.0,0.0,1.0
69.0,417.0,0.0,0.0,123.0,0.0,1.0,222.0,417.0,0.0,0.0,574.9454836716928,114.0,1.0,113.0,215.0,70.0,40.0,148.0,0.0,5.0,568.0,713.0,713.0,5.0,417.0,783.0,0.0,568.0,123.0,0.0,0.0,1.0
182.0,327.0,0.0,0.0,0.0,70.0,0.0,201.0,328.0,0.0,0.0,942.7148571980548,0.0,0.0,0.0,643.0,182.0,79.0,0.0,0.0,1.0,0.0,461.0,461.0,1.0,327.0,643.0,1.0,0.0,0.0,1.0,0.0,1.0
730.0,0.0,0.0,0.0,494.0,0.0,0.0,134.0,0.0,0.0,0.0,971.2965710626448,0.0,0.0,0.0,967.0,731.0,118.0,0.0,1.0,1.0,0.0,236.0,236.0,1.0,0.0,967.0,0.0,0.0,494.0,0.0,0.0,1.0
1315.0,0.0,0.0,0.0,1969.0,0.0,0.0,162.0,0.0,0.0,0.0,693.7183829261113,369.0,1.0,369.0,0.0,1316.0,95.0,369.0,0.0,5.0,1847.0,531.0,531.0,5.0,0.0,1847.0,0.0,1847.0,1969.0,0.0,0.0,1.0
352.0,137.0,0.0,0.0,0.0,623.0,0.0,201.0,138.0,0.0,0.0,958.9111615864302,0.0,0.0,0.0,623.0,352.0,76.0,0.0,0.0,1.0,0.0,271.0,271.0,1.0,137.0,623.0,1.0,0.0,0.0,1.0,0.0,1.0
139.0,153.0,0.0,0.0,91.0,0.0,1.0,201.0,154.0,0.0,0.0,844.8973832536061,40.0,1.0,40.0,267.0,140.0,42.0,60.0,0.0,2.0,0.0,327.0,327.0,2.0,153.0,467.0,0.0,200.0,91.0,0.0,0.0,1.0
967.0,0.0,0.0,0.0,0.0,623.0,0.0,162.0,0.0,0.0,0.0,660.3730498220758,126.0,1.0,126.0,623.0,967.0,64.0,126.0,0.0,5.0,632.0,288.0,288.0,5.0,0.0,1255.0,1.0,632.0,0.0,0.0,0.0,1.0
956.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,830.6020289982381,273.0,1.0,272.0,0.0,957.0,98.0,272.0,0.0,3.0,1363.0,406.0,406.0,3.0,0.0,1363.0,0.0,1363.0,0.0,0.0,0.0,1.0
489.0,0.0,0.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,0.0,878.2427167403332,0.0,0.0,0.0,623.0,489.0,57.0,0.0,0.0,2.0,0.0,134.0,134.0,2.0,0.0,623.0,1.0,0.0,0.0,0.0,0.0,1.0
43.0,152.0,0.0,48.0,0.0,0.0,0.0,201.0,153.0,0.0,1.0,743.5865898043523,0.0,0.0,0.0,329.0,43.0,24.0,0.0,0.0,3.0,0.0,286.0,286.0,3.0,152.0,329.0,0.0,0.0,0.0,1.0,0.0,1.0
650.0,279.0,0.0,0.0,0.0,0.0,0.0,201.0,280.0,0.0,0.0,797.574270871489,278.0,1.0,277.0,0.0,610.0,100.0,415.0,0.0,3.0,1389.0,779.0,779.0,3.0,279.0,1389.0,0.0,1389.0,0.0,0.0,0.0,1.0
296.0,417.0,0.0,0.0,876.0,0.0,0.0,177.0,417.0,0.0,0.0,767.7222587102281,0.0,0.0,0.0,847.0,296.0,61.0,0.0,0.0,3.0,0.0,551.0,551.0,3.0,417.0,847.0,0.0,0.0,876.0,0.0,0.0,1.0
510.0,417.0,0.0,0.0,0.0,0.0,0.0,168.0,417.0,0.0,0.0,788.0470328819657,265.0,1.0,265.0,0.0,511.0,96.0,365.0,0.0,3.0,1327.0,816.0,816.0,3.0,417.0,1327.0,0.0,1327.0,0.0,0.0,0.0,1.0
10.0,169.0,0.0,313.0,0.0,0.0,0.0,201.0,170.0,0.0,1.0,740.4108441514344,0.0,0.0,0.0,313.0,10.0,23.0,0.0,0.0,3.0,0.0,303.0,303.0,3.0,169.0,313.0,0.0,0.0,0.0,1.0,0.0,1.0
138.0,195.0,0.0,0.0,0.0,0.0,1.0,208.0,196.0,0.0,0.0,664.8235918814349,43.0,1.0,43.0,300.0,138.0,31.0,64.0,0.0,4.0,215.0,377.0,377.0,4.0,195.0,515.0,0.0,215.0,0.0,0.0,0.0,1.0
645.0,287.0,0.0,0.0,0.0,0.0,0.0,243.0,287.0,0.0,0.0,629.8858893695151,273.0,1.0,273.0,0.0,645.0,70.0,410.0,0.0,5.0,1367.0,722.0,722.0,5.0,287.0,1367.0,0.0,1367.0,0.0,0.0,0.0,1.0
440.0,49.0,0.0,0.0,0.0,623.0,0.0,183.0,50.0,0.0,0.0,967.1681012395254,0.0,0.0,0.0,623.0,440.0,76.0,0.0,1.0,1.0,0.0,183.0,183.0,1.0,49.0,623.0,0.0,0.0,0.0,1.0,0.0,1.0
211.0,662.0,0.0,389.0,0.0,623.0,0.0,208.0,662.0,0.0,1.0,671.8102332039416,0.0,0.0,0.0,1012.0,211.0,61.0,0.0,0.0,4.0,0.0,801.0,801.0,4.0,662.0,1012.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,739.4581199727804,0.0,0.0,0.0,75.0,0.0,5.0,0.0,0.0,3.0,0.0,134.0,75.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
707.0,0.0,0.0,139.0,0.0,623.0,0.0,139.0,0.0,0.0,1.0,719.1288483665718,22.0,1.0,21.0,762.0,708.0,52.0,21.0,0.0,4.0,108.0,162.0,162.0,4.0,0.0,870.0,1.0,108.0,0.0,1.0,0.0,1.0
0.0,325.0,0.0,0.0,1.0,0.0,0.0,47.0,417.0,0.0,0.0,651.8030338289892,0.0,0.0,0.0,464.0,0.0,28.0,0.0,0.0,4.0,0.0,556.0,464.0,4.0,417.0,464.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1487.0,0.0,0.0,0.0,396.0,200.0,1.0,162.0,0.0,0.0,0.0,709.9146877170775,253.0,1.0,252.0,638.0,1487.0,97.0,252.0,0.0,5.0,1263.0,414.0,414.0,5.0,0.0,1901.0,1.0,1263.0,396.0,0.0,0.0,1.0
0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,831.5592508181,80.0,1.0,80.0,0.0,0.0,36.0,0.0,0.0,2.0,400.0,631.0,400.0,2.0,417.0,400.0,0.0,400.0,0.0,0.0,0.0,1.0
507.0,218.0,0.0,0.0,138.0,623.0,0.0,208.0,219.0,0.0,0.0,700.3919469487533,61.0,1.0,60.0,623.0,509.0,56.0,90.0,0.0,4.0,303.0,417.0,417.0,4.0,218.0,926.0,1.0,303.0,138.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.8030338289893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,139.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,971.2965710626448,0.0,0.0,0.0,744.0,610.0,91.0,0.0,1.0,1.0,0.0,134.0,134.0,1.0,0.0,744.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,328.0,0.0,264.0,0.0,0.0,0.0,201.0,328.0,0.0,1.0,833.464697915552,54.0,1.0,54.0,264.0,20.0,49.0,81.0,0.0,2.0,0.0,516.0,516.0,2.0,328.0,536.0,0.0,272.0,0.0,1.0,0.0,1.0
805.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,645.1294696553933,131.0,1.0,130.0,447.0,805.0,56.0,130.0,0.0,5.0,0.0,292.0,292.0,5.0,0.0,1097.0,0.0,650.0,0.0,0.0,0.0,1.0
82.0,427.0,0.0,0.0,0.0,289.0,0.0,201.0,428.0,0.0,0.0,933.187619256948,0.0,0.0,0.0,643.0,82.0,79.0,0.0,0.0,1.0,0.0,561.0,561.0,1.0,427.0,643.0,1.0,0.0,0.0,1.0,0.0,1.0
47.0,339.0,0.0,548.0,0.0,0.0,0.0,243.0,339.0,0.0,1.0,572.7224609187464,0.0,0.0,0.0,548.0,47.0,28.0,0.0,0.0,5.0,0.0,501.0,501.0,5.0,339.0,548.0,0.0,0.0,0.0,1.0,0.0,1.0
685.0,193.0,0.0,0.0,0.0,0.0,0.0,243.0,193.0,0.0,0.0,633.6967834083665,273.0,1.0,273.0,0.0,685.0,70.0,410.0,0.0,5.0,1365.0,680.0,680.0,5.0,193.0,1365.0,0.0,1365.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,370.0,0.0,1.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
701.0,175.0,0.0,0.0,0.0,212.0,0.0,201.0,175.0,0.0,0.0,898.2499157629641,0.0,0.0,0.0,1010.0,701.0,92.0,0.0,2.0,2.0,0.0,309.0,309.0,2.0,175.0,1010.0,0.0,0.0,0.0,1.0,0.0,1.0
447.0,5.0,0.0,0.0,0.0,0.0,0.0,139.0,5.0,0.0,0.0,782.3306905083551,147.0,1.0,146.0,0.0,449.0,53.0,151.0,0.0,3.0,734.0,285.0,285.0,3.0,5.0,734.0,0.0,734.0,0.0,0.0,0.0,1.0
418.0,95.0,0.0,0.0,240.0,0.0,1.0,201.0,95.0,0.0,0.0,871.5736497281013,162.0,1.0,161.0,0.0,419.0,74.0,242.0,0.0,2.0,809.0,390.0,390.0,2.0,95.0,809.0,0.0,809.0,240.0,0.0,0.0,1.0
0.0,259.0,0.0,0.0,80.0,0.0,0.0,159.0,302.0,0.0,0.0,831.5592508181,0.0,0.0,0.0,393.0,0.0,36.0,0.0,0.0,2.0,0.0,435.0,393.0,2.0,301.0,393.0,1.0,0.0,80.0,0.0,0.0,1.0
268.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,765.1816625896394,101.0,1.0,100.0,0.0,269.0,36.0,100.0,0.0,3.0,503.0,234.0,234.0,3.0,0.0,503.0,0.0,503.0,0.0,0.0,0.0,1.0
1194.0,0.0,0.0,0.0,115.0,0.0,0.0,162.0,0.0,0.0,0.0,682.2856973826558,225.0,1.0,225.0,500.0,1195.0,83.0,225.0,0.0,5.0,1127.0,432.0,432.0,5.0,0.0,1627.0,0.0,1127.0,115.0,0.0,0.0,1.0
431.0,0.0,0.0,52.0,0.0,0.0,1.0,134.0,0.0,0.0,1.0,872.5263734937945,128.0,1.0,128.0,52.0,431.0,63.0,128.0,0.0,2.0,641.0,262.0,262.0,2.0,0.0,693.0,0.0,641.0,0.0,1.0,0.0,1.0
713.0,483.0,0.0,0.0,0.0,224.0,0.0,201.0,484.0,0.0,0.0,807.419084116597,0.0,0.0,0.0,1331.0,714.0,96.0,0.0,0.0,3.0,0.0,617.0,617.0,3.0,483.0,1331.0,1.0,0.0,0.0,0.0,0.0,1.0
380.0,129.0,0.0,0.0,0.0,411.0,0.0,201.0,130.0,0.0,0.0,961.4517580677378,0.0,0.0,0.0,643.0,380.0,79.0,0.0,1.0,1.0,0.0,263.0,263.0,1.0,129.0,643.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187.0,327.0,0.0,0.0,0.0,0.0,1.0,243.0,328.0,0.0,0.0,586.0605940622407,241.0,1.0,240.0,0.0,188.0,62.0,360.0,0.0,5.0,1204.0,1016.0,1016.0,5.0,327.0,1204.0,0.0,1204.0,0.0,0.0,0.0,1.0
0.0,47.0,0.0,310.0,0.0,0.0,0.0,186.0,186.0,0.0,1.0,663.5532941504583,0.0,0.0,0.0,310.0,124.0,19.0,0.0,0.0,4.0,0.0,186.0,186.0,4.0,47.0,310.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,417.0,0.0,0.0,476.4928603419041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,603.0,0.0,6.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
212.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,851.884024932169,0.0,0.0,0.0,346.0,212.0,31.0,0.0,0.0,2.0,0.0,134.0,134.0,2.0,0.0,346.0,1.0,0.0,0.0,0.0,0.0,1.0
489.0,0.0,0.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,0.0,971.296571062645,0.0,0.0,0.0,623.0,489.0,76.0,0.0,0.0,1.0,0.0,134.0,134.0,1.0,0.0,623.0,1.0,0.0,0.0,1.0,0.0,1.0
948.0,591.0,0.0,0.0,0.0,623.0,0.0,279.0,592.0,0.0,0.0,130.3140638743154,276.0,1.0,275.0,623.0,950.0,55.0,412.0,0.0,11.0,1379.0,1052.0,1052.0,11.0,591.0,2002.0,1.0,1379.0,0.0,0.0,0.0,1.0
220.0,316.0,0.0,0.0,254.0,0.0,0.0,201.0,317.0,0.0,0.0,760.4180428088115,178.0,1.0,178.0,0.0,221.0,64.0,267.0,0.0,3.0,890.0,669.0,669.0,3.0,316.0,890.0,0.0,890.0,254.0,0.0,0.0,1.0
1256.0,0.0,0.0,0.0,0.0,618.0,1.0,134.0,0.0,0.0,0.0,859.1837434008429,181.0,1.0,180.0,668.0,1257.0,114.0,180.0,0.0,3.0,903.0,314.0,314.0,3.0,0.0,1571.0,1.0,903.0,0.0,0.0,0.0,1.0
646.0,417.0,0.0,0.0,0.0,0.0,0.0,188.0,417.0,0.0,0.0,801.0675921230113,310.0,1.0,309.0,0.0,647.0,112.0,451.0,0.0,3.0,1548.0,901.0,901.0,3.0,417.0,1548.0,0.0,1548.0,0.0,0.0,0.0,1.0
1717.0,148.0,0.0,0.0,0.0,623.0,0.0,279.0,149.0,0.0,0.0,640.3613531519143,357.0,1.0,357.0,623.0,1719.0,108.0,505.0,0.0,6.0,1787.0,691.0,691.0,6.0,148.0,2410.0,1.0,1787.0,0.0,0.0,0.0,1.0
114.0,318.0,0.0,0.0,0.0,0.0,0.0,201.0,417.0,0.0,0.0,851.884024932169,127.0,1.0,127.0,187.0,213.0,75.0,190.0,0.0,2.0,636.0,610.0,610.0,2.0,318.0,823.0,0.0,636.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,739.4581199727804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,134.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
226.0,362.0,0.0,0.0,0.0,0.0,0.0,201.0,363.0,0.0,0.0,946.8433267244995,181.0,1.0,180.0,0.0,227.0,111.0,270.0,0.0,1.0,903.0,676.0,676.0,1.0,362.0,903.0,0.0,903.0,0.0,0.0,0.0,1.0
670.0,331.0,0.0,0.0,0.0,0.0,0.0,201.0,331.0,0.0,0.0,895.3917448212226,51.0,1.0,51.0,930.0,671.0,108.0,77.0,0.0,2.0,196.0,516.0,516.0,2.0,331.0,1187.0,0.0,257.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,739.4581199727804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,551.0,0.0,3.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,688.9592614395133,0.0,0.0,0.0,530.0,391.0,32.0,0.0,0.0,4.0,0.0,139.0,139.0,4.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,26.0,0.0,0.0,123.0,0.0,0.0,0.0,417.0,0.0,0.0,739.4581199727804,40.0,1.0,40.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,591.0,200.0,3.0,417.0,200.0,0.0,200.0,123.0,0.0,0.0,1.0
0.0,387.0,0.0,0.0,0.0,0.0,0.0,104.0,417.0,0.0,0.0,759.131446299674,130.0,1.0,130.0,0.0,0.0,59.0,100.0,0.0,2.0,651.0,681.0,651.0,2.0,417.0,651.0,0.0,651.0,0.0,0.0,0.0,1.0
2187.0,0.0,0.0,0.0,0.0,623.0,0.0,186.0,0.0,0.0,0.0,748.9592969374669,437.0,1.0,437.0,623.0,2187.0,126.0,437.0,1.0,6.0,1954.0,623.0,623.0,6.0,0.0,2810.0,0.0,2187.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.7583094903097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1554.0,0.0,0.0,0.0,0.0,0.0,1.0,162.0,0.0,0.0,0.0,748.2137587788637,186.0,1.0,185.0,1009.0,1555.0,99.0,185.0,0.0,5.0,929.0,383.0,383.0,5.0,0.0,1938.0,1.0,929.0,0.0,0.0,0.0,1.0
753.0,47.0,0.0,0.0,0.0,934.0,1.0,181.0,47.0,0.0,0.0,807.0809984450377,0.0,0.0,0.0,934.0,753.0,85.0,0.0,2.0,2.0,0.0,181.0,181.0,2.0,47.0,934.0,0.0,0.0,0.0,1.0,0.0,1.0
648.0,172.0,0.0,0.0,0.0,134.0,0.0,201.0,172.0,0.0,0.0,800.2916814545065,0.0,0.0,0.0,954.0,648.0,87.0,0.0,1.0,2.0,0.0,306.0,306.0,2.0,172.0,954.0,1.0,0.0,0.0,1.0,0.0,1.0
620.0,281.0,0.0,0.0,0.0,0.0,0.0,201.0,281.0,0.0,0.0,798.5943520715814,259.0,1.0,258.0,0.0,621.0,118.0,387.0,0.0,2.0,1294.0,673.0,673.0,2.0,281.0,1294.0,0.0,1294.0,0.0,0.0,0.0,1.0
775.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,769.0001291415246,227.0,1.0,227.0,0.0,775.0,82.0,227.0,0.0,3.0,1136.0,361.0,361.0,3.0,0.0,1136.0,0.0,1136.0,0.0,0.0,0.0,1.0
255.0,0.0,0.0,389.0,0.0,0.0,0.0,134.0,0.0,0.0,1.0,735.9022082906496,0.0,0.0,0.0,389.0,255.0,28.0,0.0,0.0,3.0,0.0,134.0,134.0,3.0,0.0,389.0,0.0,0.0,0.0,1.0,0.0,1.0
1742.0,0.0,0.0,0.0,0.0,1246.0,0.0,186.0,0.0,0.0,0.0,653.0661052879769,170.0,1.0,170.0,1246.0,1742.0,75.0,170.0,0.0,8.0,0.0,356.0,356.0,8.0,0.0,2098.0,1.0,852.0,0.0,0.0,0.0,1.0
811.0,151.0,0.0,0.0,17.0,0.0,0.0,209.0,151.0,0.0,0.0,734.5260846626961,275.0,1.0,275.0,0.0,811.0,83.0,413.0,0.0,4.0,1376.0,565.0,565.0,4.0,151.0,1376.0,0.0,1376.0,17.0,0.0,0.0,1.0
666.0,80.0,0.0,0.0,0.0,0.0,0.0,201.0,80.0,0.0,0.0,830.5224026201488,0.0,0.0,0.0,880.0,666.0,108.0,0.0,0.0,1.0,0.0,214.0,214.0,1.0,80.0,880.0,1.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.7583094903097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
873.0,0.0,0.0,389.0,0.0,623.0,0.0,139.0,0.0,0.0,1.0,738.5572417946344,0.0,0.0,0.0,1012.0,873.0,61.0,0.0,0.0,4.0,0.0,139.0,139.0,4.0,0.0,1012.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.7583094903097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
829.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,811.960820238013,241.0,1.0,240.0,0.0,830.0,109.0,240.0,0.0,2.0,1204.0,374.0,374.0,2.0,0.0,1204.0,0.0,1204.0,0.0,0.0,0.0,1.0
813.0,85.0,0.0,0.0,163.0,0.0,0.0,209.0,85.0,0.0,0.0,734.7382507574619,259.0,1.0,259.0,0.0,813.0,78.0,344.0,0.0,4.0,1296.0,483.0,483.0,4.0,85.0,1296.0,0.0,1296.0,163.0,0.0,0.0,1.0
227.0,279.0,0.0,0.0,600.0,0.0,0.0,201.0,279.0,600.0,0.0,733.9927128000184,160.0,1.0,160.0,0.0,227.0,58.0,240.0,0.0,3.0,800.0,573.0,573.0,3.0,279.0,800.0,0.0,800.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,799.7583094903097,25.0,1.0,25.0,0.0,0.0,16.0,0.0,0.0,1.0,129.0,159.0,129.0,1.0,0.0,129.0,0.0,129.0,0.0,0.0,0.0,1.0
663.0,68.0,0.0,0.0,29.0,0.0,0.0,201.0,68.0,0.0,0.0,761.7864797064495,199.0,1.0,199.0,100.0,662.0,79.0,267.0,0.0,3.0,995.0,433.0,433.0,3.0,68.0,1095.0,0.0,995.0,29.0,0.0,0.0,1.0
1362.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,696.5542550192114,358.0,1.0,358.0,115.0,1362.0,85.0,358.0,0.0,6.0,1791.0,544.0,544.0,6.0,0.0,1906.0,0.0,1791.0,0.0,0.0,0.0,1.0
489.0,0.0,0.0,0.0,0.0,623.0,0.0,134.0,0.0,0.0,0.0,830.5224026201488,0.0,0.0,0.0,623.0,489.0,76.0,0.0,0.0,1.0,0.0,134.0,134.0,1.0,0.0,623.0,1.0,0.0,0.0,1.0,0.0,1.0
933.0,15.0,0.0,0.0,618.0,0.0,0.0,154.0,0.0,0.0,0.0,741.3154017473507,268.0,1.0,267.0,0.0,918.0,80.0,282.0,0.0,4.0,1339.0,421.0,421.0,4.0,15.0,1339.0,0.0,1339.0,618.0,0.0,0.0,1.0
546.0,0.0,0.0,0.0,680.0,43.0,0.0,134.0,0.0,0.0,0.0,793.9266965128941,0.0,0.0,0.0,680.0,546.0,62.0,0.0,1.0,2.0,0.0,134.0,134.0,2.0,0.0,680.0,0.0,0.0,680.0,0.0,0.0,1.0
86.0,479.0,0.0,0.0,0.0,0.0,0.0,201.0,480.0,0.0,0.0,805.2746294692023,0.0,0.0,0.0,699.0,86.0,86.0,0.0,0.0,1.0,0.0,613.0,613.0,1.0,479.0,699.0,1.0,0.0,0.0,0.0,0.0,1.0
1112.0,0.0,0.0,0.0,0.0,1246.0,0.0,134.0,0.0,0.0,0.0,790.428911440641,0.0,0.0,0.0,1246.0,1112.0,90.0,0.0,0.0,3.0,0.0,134.0,134.0,3.0,0.0,1246.0,1.0,0.0,0.0,0.0,0.0,1.0
749.0,163.0,0.0,0.0,0.0,0.0,0.0,201.0,163.0,0.0,0.0,806.8688323324009,174.0,1.0,174.0,350.0,749.0,111.0,261.0,0.0,2.0,870.0,471.0,471.0,2.0,163.0,1220.0,0.0,870.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.5654138290897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,134.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,160.0,0.0,0.0,682.9697076141406,34.0,1.0,34.0,0.0,0.0,10.0,0.0,0.0,4.0,172.0,333.0,172.0,4.0,160.0,172.0,0.0,172.0,0.0,0.0,0.0,1.0
608.0,417.0,0.0,0.0,0.0,0.0,0.0,162.0,417.0,0.0,0.0,687.9585690255661,297.0,1.0,296.0,0.0,609.0,76.0,296.0,0.0,5.0,1484.0,875.0,875.0,5.0,417.0,1484.0,0.0,1484.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,649.1321617089944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,362.0,0.0,5.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
